stride,number,mis
341,14322000,590
341,14731200,589
341,15140400,589
341,15549600,576
341,15958800,582
341,16368000,584
341,16777200,581
341,17186400,582
341,17595600,583
341,18004800,584
341,18414000,583
341,18823200,582
341,19232400,578
341,19641600,581
341,20050800,579
341,20460000,577
341,20869200,581
341,21278400,580
341,21687600,578
341,22096800,578
341,22506000,579
341,22915200,576
341,23324400,577
341,23733600,579
341,24142800,580
341,24552000,577
341,24961200,580
341,25370400,578
341,25779600,576
341,26188800,574
341,26598000,576
341,27007200,576
341,27416400,577
341,27825600,577
341,28234800,575
341,28644000,575
341,29053200,577
341,29462400,577
341,29871600,575
341,30280800,576
341,30690000,570
341,31099200,575
341,31508400,574
341,31917600,575
341,32326800,577
341,32736000,573
341,33145200,574
341,33554400,574
341,33963600,569
341,34372800,573
341,34782000,574
341,35191200,573
341,35600400,574
341,36009600,575
341,36418800,573
341,36828000,574
341,37237200,574
341,37646400,572
341,38055600,575
341,38464800,574
341,38874000,573
341,39283200,574
341,39692400,571
341,40101600,572
341,40510800,573
341,40920000,572
341,41329200,570
341,41738400,572
341,42147600,573
341,42556800,574
341,42966000,573
341,43375200,571
341,43784400,572
341,44193600,573
341,44602800,573
341,45012000,573
341,45421200,571
341,45830400,573
341,46239600,572
341,46648800,572
341,47058000,570
341,47467200,571
341,47876400,573
341,48285600,572
341,48694800,572
341,49104000,569
341,49513200,573
341,49922400,573
341,50331600,561
341,50740800,568
341,51150000,570
341,51559200,571
341,51968400,571
341,52377600,569
341,52786800,572
341,53196000,572
341,53605200,570
341,54014400,567
341,54423600,572
341,54832800,572
341,55242000,571
341,55651200,570
341,56060400,571
341,56469600,572
341,56878800,568
341,57288000,572
341,57697200,570
341,58106400,571
341,58515600,571
341,58924800,572
341,59334000,571
341,59743200,570
341,60152400,570
341,60561600,570
341,60970800,567
341,61380000,567
341,61789200,570
341,62198400,571
341,62607600,570
341,63016800,569
341,63426000,571
341,63835200,571
341,64244400,569
341,64653600,571
341,65062800,569
341,65472000,570
342,407664,601
342,815328,727
342,1222992,832
342,1630656,800
342,2038320,785
342,2445984,756
342,2853648,731
342,3261312,711
342,3668976,686
342,4076640,673
342,4484304,665
342,4891968,640
342,5299632,636
342,5707296,637
342,6114960,634
342,6522624,608
342,6930288,622
342,7337952,615
342,7745616,614
342,8153280,617
342,8560944,615
342,8968608,609
342,9376272,608
342,9783936,601
342,10191600,603
342,10599264,603
342,11006928,598
342,11414592,597
342,11822256,593
342,12229920,595
342,12637584,594
342,13045248,592
342,13452912,588
342,13860576,580
342,14268240,584
342,14675904,585
342,15083568,581
342,15491232,585
342,15898896,585
342,16306560,585
342,16714224,581
342,17121888,580
342,17529552,579
342,17937216,575
342,18344880,579
342,18752544,580
342,19160208,579
342,19567872,577
342,19975536,578
342,20383200,577
342,20790864,576
342,21198528,578
342,21606192,577
342,22013856,576
342,22421520,575
342,22829184,577
342,23236848,573
342,23644512,575
342,24052176,575
342,24459840,575
342,24867504,575
342,25275168,576
342,25682832,575
342,26090496,572
342,26498160,574
342,26905824,573
342,27313488,574
342,27721152,573
342,28128816,573
342,28536480,572
342,28944144,570
342,29351808,572
342,29759472,572
342,30167136,573
342,30574800,573
342,30982464,571
342,31390128,567
342,31797792,571
342,32205456,572
342,32613120,573
342,33020784,572
342,33428448,569
342,33836112,570
342,34243776,572
342,34651440,572
342,35059104,572
342,35466768,567
342,35874432,570
342,36282096,570
342,36689760,566
342,37097424,568
342,37505088,566
342,37912752,568
342,38320416,570
342,38728080,569
342,39135744,569
342,39543408,568
342,39951072,568
342,40358736,569
342,40766400,569
342,41174064,569
342,41581728,567
342,41989392,565
342,42397056,568
342,42804720,569
342,43212384,569
342,43620048,567
342,44027712,568
342,44435376,568
342,44843040,568
342,45250704,566
342,45658368,567
342,46066032,566
342,46473696,568
342,46881360,568
342,47289024,568
342,47696688,569
342,48104352,569
342,48512016,568
342,48919680,567
342,49327344,569
342,49735008,568
342,50142672,568
342,50550336,566
342,50958000,568
342,51365664,567
342,51773328,566
342,52180992,566
342,52588656,567
342,52996320,565
342,53403984,567
342,53811648,559
342,54219312,565
342,54626976,566
342,55034640,565
342,55442304,566
342,55849968,567
342,56257632,568
342,56665296,568
342,57072960,565
342,57480624,567
342,57888288,565
342,58295952,565
342,58703616,563
342,59111280,566
342,59518944,568
342,59926608,566
342,60334272,565
342,60741936,566
342,61149600,567
342,61557264,566
342,61964928,566
342,62372592,567
342,62780256,566
342,63187920,566
342,63595584,566
342,64003248,565
342,64410912,564
342,64818576,567
342,65226240,567
343,408856,603
343,817712,746
343,1226568,802
343,1635424,806
343,2044280,792
343,2453136,755
343,2861992,735
343,3270848,718
343,3679704,691
343,4088560,678
343,4497416,663
343,4906272,649
343,5315128,647
343,5723984,633
343,6132840,626
343,6541696,628
343,6950552,626
343,7359408,620
343,7768264,616
343,8177120,615
343,8585976,612
343,8994832,613
343,9403688,606
343,9812544,604
343,10221400,601
343,10630256,597
343,11039112,594
343,11447968,598
343,11856824,593
343,12265680,595
343,12674536,593
343,13083392,592
343,13492248,590
343,13901104,586
343,14309960,583
343,14718816,581
343,15127672,584
343,15536528,586
343,15945384,581
343,16354240,582
343,16763096,584
343,17171952,583
343,17580808,577
343,17989664,578
343,18398520,579
343,18807376,581
343,19216232,578
343,19625088,579
343,20033944,580
343,20442800,580
343,20851656,577
343,21260512,575
343,21669368,577
343,22078224,576
343,22487080,572
343,22895936,574
343,23304792,576
343,23713648,574
343,24122504,575
343,24531360,575
343,24940216,577
343,25349072,576
343,25757928,575
343,26166784,576
343,26575640,571
343,26984496,573
343,27393352,575
343,27802208,574
343,28211064,576
343,28619920,575
343,29028776,572
343,29437632,573
343,29846488,574
343,30255344,574
343,30664200,572
343,31073056,574
343,31481912,570
343,31890768,572
343,32299624,571
343,32708480,573
343,33117336,574
343,33526192,572
343,33935048,569
343,34343904,573
343,34752760,571
343,35161616,572
343,35570472,572
343,35979328,570
343,36388184,570
343,36797040,571
343,37205896,573
343,37614752,572
343,38023608,569
343,38432464,572
343,38841320,570
343,39250176,570
343,39659032,572
343,40067888,565
343,40476744,506
343,40885600,570
343,41294456,571
343,41703312,571
343,42112168,569
343,42521024,570
343,42929880,570
343,43338736,569
343,43747592,568
343,44156448,566
343,44565304,571
343,44974160,570
343,45383016,571
343,45791872,568
343,46200728,570
343,46609584,570
343,47018440,569
343,47427296,568
343,47836152,570
343,48245008,569
343,48653864,570
343,49062720,569
343,49471576,570
343,49880432,569
343,50289288,569
343,50698144,569
343,51107000,567
343,51515856,569
343,51924712,569
343,52333568,570
343,52742424,568
343,53151280,569
343,53560136,569
343,53968992,569
343,54377848,568
343,54786704,569
343,55195560,568
343,55604416,569
343,56013272,569
343,56422128,570
343,56830984,568
343,57239840,560
343,57648696,567
343,58057552,521
343,58466408,568
343,58875264,562
343,59284120,566
343,59692976,569
343,60101832,567
343,60510688,567
343,60919544,567
343,61328400,568
343,61737256,566
343,62146112,568
343,62554968,566
343,62963824,567
343,63372680,568
343,63781536,568
343,64190392,568
343,64599248,567
343,65008104,568
343,65416960,568
344,407296,574
344,814592,704
344,1221888,789
344,1629184,795
344,2036480,748
344,2443776,730
344,2851072,710
344,3258368,687
344,3665664,672
344,4072960,654
344,4480256,638
344,4887552,627
344,5294848,620
344,5702144,617
344,6109440,600
344,6516736,591
344,6924032,594
344,7331328,597
344,7738624,594
344,8145920,592
344,8553216,587
344,8960512,586
344,9367808,580
344,9775104,578
344,10182400,576
344,10589696,571
344,10996992,568
344,11404288,568
344,11811584,564
344,12218880,567
344,12626176,567
344,13033472,568
344,13440768,563
344,13848064,565
344,14255360,560
344,14662656,552
344,15069952,560
344,15477248,558
344,15884544,559
344,16291840,558
344,16699136,558
344,17106432,556
344,17513728,557
344,17921024,555
344,18328320,553
344,18735616,554
344,19142912,554
344,19550208,553
344,19957504,552
344,20364800,443
344,20772096,550
344,21179392,547
344,21586688,551
344,21993984,551
344,22401280,550
344,22808576,549
344,23215872,550
344,23623168,550
344,24030464,549
344,24437760,547
344,24845056,549
344,25252352,550
344,25659648,548
344,26066944,547
344,26474240,547
344,26881536,546
344,27288832,546
344,27696128,547
344,28103424,547
344,28510720,547
344,28918016,547
344,29325312,546
344,29732608,547
344,30139904,547
344,30547200,547
344,30954496,547
344,31361792,544
344,31769088,548
344,32176384,547
344,32583680,547
344,32990976,546
344,33398272,545
344,33805568,543
344,34212864,545
344,34620160,546
344,35027456,547
344,35434752,545
344,35842048,543
344,36249344,545
344,36656640,545
344,37063936,545
344,37471232,544
344,37878528,542
344,38285824,522
344,38693120,543
344,39100416,542
344,39507712,543
344,39915008,541
344,40322304,544
344,40729600,544
344,41136896,542
344,41544192,542
344,41951488,541
344,42358784,543
344,42766080,543
344,43173376,544
344,43580672,485
344,43987968,542
344,44395264,539
344,44802560,542
344,45209856,542
344,45617152,540
344,46024448,542
344,46431744,542
344,46839040,542
344,47246336,541
344,47653632,541
344,48060928,542
344,48468224,543
344,48875520,542
344,49282816,543
344,49690112,543
344,50097408,543
344,50504704,541
344,50912000,543
344,51319296,543
344,51726592,543
344,52133888,541
344,52541184,541
344,52948480,542
344,53355776,543
344,53763072,539
344,54170368,542
344,54577664,543
344,54984960,543
344,55392256,539
344,55799552,542
344,56206848,542
344,56614144,542
344,57021440,541
344,57428736,542
344,57836032,542
344,58243328,541
344,58650624,541
344,59057920,541
344,59465216,535
344,59872512,538
344,60279808,537
344,60687104,539
344,61094400,536
344,61501696,540
344,61908992,541
344,62316288,540
344,62723584,540
344,63130880,538
344,63538176,539
344,63945472,538
344,64352768,541
344,64760064,541
344,65167360,540
345,408480,601
345,816960,736
345,1225440,828
345,1633920,821
345,2042400,771
345,2450880,761
345,2859360,739
345,3267840,708
345,3676320,696
345,4084800,680
345,4493280,658
345,4901760,654
345,5310240,632
345,5718720,635
345,6127200,635
345,6535680,627
345,6944160,621
345,7352640,621
345,7761120,621
345,8169600,617
345,8578080,614
345,8986560,612
345,9395040,609
345,9803520,601
345,10212000,594
345,10620480,602
345,11028960,599
345,11437440,597
345,11845920,595
345,12254400,595
345,12662880,592
345,13071360,590
345,13479840,587
345,13888320,585
345,14296800,585
345,14705280,589
345,15113760,587
345,15522240,585
345,15930720,586
345,16339200,584
345,16747680,583
345,17156160,580
345,17564640,578
345,17973120,581
345,18381600,582
345,18790080,580
345,19198560,582
345,19607040,579
345,20015520,581
345,20424000,576
345,20832480,577
345,21240960,578
345,21649440,576
345,22057920,579
345,22466400,579
345,22874880,577
345,23283360,574
345,23691840,574
345,24100320,576
345,24508800,576
345,24917280,571
345,25325760,576
345,25734240,578
345,26142720,568
345,26551200,575
345,26959680,576
345,27368160,567
345,27776640,571
345,28185120,574
345,28593600,569
345,29002080,573
345,29410560,575
345,29819040,572
345,30227520,572
345,30636000,572
345,31044480,571
345,31452960,574
345,31861440,571
345,32269920,573
345,32678400,572
345,33086880,574
345,33495360,570
345,33903840,571
345,34312320,571
345,34720800,572
345,35129280,573
345,35537760,569
345,35946240,572
345,36354720,572
345,36763200,572
345,37171680,571
345,37580160,570
345,37988640,571
345,38397120,571
345,38805600,571
345,39214080,572
345,39622560,569
345,40031040,569
345,40439520,571
345,40848000,570
345,41256480,571
345,41664960,567
345,42073440,569
345,42481920,569
345,42890400,570
345,43298880,571
345,43707360,569
345,44115840,570
345,44524320,570
345,44932800,571
345,45341280,568
345,45749760,570
345,46158240,569
345,46566720,569
345,46975200,566
345,47383680,566
345,47792160,570
345,48200640,570
345,48609120,569
345,49017600,568
345,49426080,570
345,49834560,570
345,50243040,570
345,50651520,567
345,51060000,568
345,51468480,569
345,51876960,570
345,52285440,568
345,52693920,569
345,53102400,569
345,53510880,569
345,53919360,566
345,54327840,569
345,54736320,570
345,55144800,569
345,55553280,566
345,55961760,569
345,56370240,568
345,56778720,566
345,57187200,567
345,57595680,568
345,58004160,568
345,58412640,567
345,58821120,568
345,59229600,568
345,59638080,569
345,60046560,565
345,60455040,569
345,60863520,568
345,61272000,567
345,61680480,568
345,62088960,568
345,62497440,568
345,62905920,519
345,63314400,566
345,63722880,567
345,64131360,566
345,64539840,567
345,64948320,569
345,65356800,567
346,406896,601
346,813792,742
346,1220688,830
346,1627584,816
346,2034480,787
346,2441376,766
346,2848272,734
346,3255168,717
346,3662064,697
346,4068960,675
346,4475856,665
346,4882752,657
346,5289648,645
346,5696544,638
346,6103440,630
346,6510336,633
346,6917232,624
346,7324128,625
346,7731024,620
346,8137920,616
346,8544816,616
346,8951712,613
346,9358608,608
346,9765504,600
346,10172400,595
346,10579296,596
346,10986192,599
346,11393088,597
346,11799984,595
346,12206880,593
346,12613776,594
346,13020672,589
346,13427568,591
346,13834464,587
346,14241360,584
346,14648256,585
346,15055152,585
346,15462048,584
346,15868944,584
346,16275840,584
346,16682736,582
346,17089632,582
346,17496528,581
346,17903424,577
346,18310320,580
346,18717216,579
346,19124112,579
346,19531008,579
346,19937904,580
346,20344800,577
346,20751696,575
346,21158592,579
346,21565488,577
346,21972384,577
346,22379280,578
346,22786176,574
346,23193072,577
346,23599968,576
346,24006864,576
346,24413760,573
346,24820656,576
346,25227552,576
346,25634448,577
346,26041344,573
346,26448240,572
346,26855136,574
346,27262032,573
346,27668928,575
346,28075824,571
346,28482720,573
346,28889616,571
346,29296512,573
346,29703408,570
346,30110304,573
346,30517200,571
346,30924096,573
346,31330992,570
346,31737888,572
346,32144784,569
346,32551680,570
346,32958576,572
346,33365472,567
346,33772368,572
346,34179264,571
346,34586160,571
346,34993056,571
346,35399952,571
346,35806848,567
346,36213744,571
346,36620640,571
346,37027536,571
346,37434432,571
346,37841328,568
346,38248224,570
346,38655120,571
346,39062016,571
346,39468912,570
346,39875808,566
346,40282704,570
346,40689600,569
346,41096496,568
346,41503392,570
346,41910288,567
346,42317184,568
346,42724080,569
346,43130976,569
346,43537872,569
346,43944768,570
346,44351664,570
346,44758560,570
346,45165456,570
346,45572352,566
346,45979248,570
346,46386144,568
346,46793040,570
346,47199936,567
346,47606832,569
346,48013728,569
346,48420624,568
346,48827520,568
346,49234416,567
346,49641312,569
346,50048208,566
346,50455104,567
346,50862000,568
346,51268896,569
346,51675792,567
346,52082688,567
346,52489584,567
346,52896480,569
346,53303376,569
346,53710272,568
346,54117168,569
346,54524064,568
346,54930960,569
346,55337856,567
346,55744752,567
346,56151648,568
346,56558544,568
346,56965440,567
346,57372336,568
346,57779232,566
346,58186128,568
346,58593024,565
346,58999920,567
346,59406816,568
346,59813712,566
346,60220608,567
346,60627504,568
346,61034400,567
346,61441296,567
346,61848192,567
346,62255088,569
346,62661984,568
346,63068880,567
346,63475776,568
346,63882672,568
346,64289568,563
346,64696464,567
346,65103360,567
346,65510256,557
347,408072,569
347,816144,712
347,1224216,808
347,1632288,805
347,2040360,786
347,2448432,757
347,2856504,745
347,3264576,715
347,3672648,692
347,4080720,684
347,4488792,654
347,4896864,646
347,5304936,641
347,5713008,634
347,6121080,638
347,6529152,632
347,6937224,626
347,7345296,619
347,7753368,614
347,8161440,619
347,8569512,612
347,8977584,614
347,9385656,601
347,9793728,597
347,10201800,598
347,10609872,601
347,11017944,596
347,11426016,600
347,11834088,595
347,12242160,594
347,12650232,589
347,13058304,594
347,13466376,588
347,13874448,584
347,14282520,584
347,14690592,586
347,15098664,587
347,15506736,587
347,15914808,585
347,16322880,584
347,16730952,585
347,17139024,580
347,17547096,578
347,17955168,583
347,18363240,583
347,18771312,581
347,19179384,581
347,19587456,579
347,19995528,580
347,20403600,576
347,20811672,574
347,21219744,576
347,21627816,579
347,22035888,577
347,22443960,576
347,22852032,578
347,23260104,574
347,23668176,574
347,24076248,577
347,24484320,575
347,24892392,577
347,25300464,575
347,25708536,576
347,26116608,571
347,26524680,574
347,26932752,574
347,27340824,574
347,27748896,574
347,28156968,575
347,28565040,572
347,28973112,572
347,29381184,573
347,29789256,573
347,30197328,572
347,30605400,573
347,31013472,572
347,31421544,571
347,31829616,572
347,32237688,568
347,32645760,570
347,33053832,572
347,33461904,570
347,33869976,569
347,34278048,571
347,34686120,570
347,35094192,572
347,35502264,570
347,35910336,571
347,36318408,570
347,36726480,572
347,37134552,571
347,37542624,569
347,37950696,571
347,38358768,570
347,38766840,569
347,39174912,570
347,39582984,569
347,39991056,569
347,40399128,570
347,40807200,570
347,41215272,569
347,41623344,567
347,42031416,569
347,42439488,569
347,42847560,568
347,43255632,570
347,43663704,566
347,44071776,570
347,44479848,569
347,44887920,568
347,45295992,568
347,45704064,569
347,46112136,568
347,46520208,570
347,46928280,570
347,47336352,568
347,47744424,568
347,48152496,570
347,48560568,569
347,48968640,567
347,49376712,568
347,49784784,568
347,50192856,570
347,50600928,565
347,51009000,568
347,51417072,568
347,51825144,569
347,52233216,567
347,52641288,568
347,53049360,567
347,53457432,569
347,53865504,566
347,54273576,568
347,54681648,569
347,55089720,569
347,55497792,567
347,55905864,568
347,56313936,569
347,56722008,567
347,57130080,566
347,57538152,568
347,57946224,568
347,58354296,566
347,58762368,566
347,59170440,567
347,59578512,568
347,59986584,566
347,60394656,567
347,60802728,568
347,61210800,566
347,61618872,567
347,62026944,568
347,62435016,568
347,62843088,565
347,63251160,568
347,63659232,567
347,64067304,566
347,64475376,567
347,64883448,567
347,65291520,567
348,409248,598
348,818496,714
348,1227744,768
348,1636992,742
348,2046240,727
348,2455488,728
348,2864736,727
348,3273984,701
348,3683232,682
348,4092480,665
348,4501728,649
348,4910976,648
348,5320224,634
348,5729472,623
348,6138720,619
348,6547968,620
348,6957216,621
348,7366464,621
348,7775712,613
348,8184960,612
348,8594208,607
348,9003456,586
348,9412704,598
348,9821952,578
348,10231200,554
348,10640448,579
348,11049696,584
348,11458944,589
348,11868192,587
348,12277440,586
348,12686688,585
348,13095936,585
348,13505184,585
348,13914432,583
348,14323680,577
348,14732928,578
348,15142176,578
348,15551424,577
348,15960672,578
348,16369920,577
348,16779168,577
348,17188416,577
348,17597664,568
348,18006912,570
348,18416160,575
348,18825408,573
348,19234656,572
348,19643904,574
348,20053152,572
348,20462400,574
348,20871648,569
348,21280896,570
348,21690144,561
348,22099392,567
348,22508640,567
348,22917888,570
348,23327136,570
348,23736384,565
348,24145632,566
348,24554880,571
348,24964128,570
348,25373376,569
348,25782624,569
348,26191872,567
348,26601120,568
348,27010368,567
348,27419616,569
348,27828864,568
348,28238112,569
348,28647360,569
348,29056608,564
348,29465856,567
348,29875104,567
348,30284352,566
348,30693600,567
348,31102848,567
348,31512096,565
348,31921344,566
348,32330592,567
348,32739840,567
348,33149088,566
348,33558336,561
348,33967584,563
348,34376832,566
348,34786080,564
348,35195328,566
348,35604576,565
348,36013824,564
348,36423072,566
348,36832320,565
348,37241568,565
348,37650816,496
348,38060064,564
348,38469312,564
348,38878560,565
348,39287808,565
348,39697056,564
348,40106304,565
348,40515552,565
348,40924800,563
348,41334048,563
348,41743296,562
348,42152544,563
348,42561792,561
348,42971040,562
348,43380288,562
348,43789536,560
348,44198784,562
348,44608032,563
348,45017280,563
348,45426528,562
348,45835776,561
348,46245024,561
348,46654272,562
348,47063520,563
348,47472768,562
348,47882016,562
348,48291264,563
348,48700512,563
348,49109760,558
348,49519008,563
348,49928256,563
348,50337504,562
348,50746752,560
348,51156000,562
348,51565248,563
348,51974496,563
348,52383744,560
348,52792992,562
348,53202240,562
348,53611488,563
348,54020736,560
348,54429984,563
348,54839232,561
348,55248480,563
348,55657728,560
348,56066976,561
348,56476224,562
348,56885472,562
348,57294720,561
348,57703968,563
348,58113216,563
348,58522464,561
348,58931712,559
348,59340960,561
348,59750208,561
348,60159456,557
348,60568704,560
348,60977952,561
348,61387200,562
348,61796448,548
348,62205696,561
348,62614944,561
348,63024192,561
348,63433440,561
348,63842688,561
348,64251936,559
348,64661184,561
348,65070432,562
348,65479680,561
349,407632,603
349,815264,752
349,1222896,820
349,1630528,818
349,2038160,795
349,2445792,770
349,2853424,744
349,3261056,714
349,3668688,695
349,4076320,680
349,4483952,669
349,4891584,653
349,5299216,650
349,5706848,635
349,6114480,618
349,6522112,631
349,6929744,631
349,7337376,627
349,7745008,625
349,8152640,621
349,8560272,616
349,8967904,611
349,9375536,611
349,9783168,612
349,10190800,604
349,10598432,600
349,11006064,601
349,11413696,601
349,11821328,598
349,12228960,598
349,12636592,593
349,13044224,595
349,13451856,597
349,13859488,592
349,14267120,588
349,14674752,591
349,15082384,590
349,15490016,588
349,15897648,583
349,16305280,588
349,16712912,587
349,17120544,587
349,17528176,561
349,17935808,577
349,18343440,580
349,18751072,583
349,19158704,582
349,19566336,582
349,19973968,583
349,20381600,581
349,20789232,578
349,21196864,581
349,21604496,582
349,22012128,581
349,22419760,583
349,22827392,582
349,23235024,581
349,23642656,576
349,24050288,576
349,24457920,578
349,24865552,577
349,25273184,579
349,25680816,580
349,26088448,577
349,26496080,575
349,26903712,577
349,27311344,578
349,27718976,578
349,28126608,579
349,28534240,578
349,28941872,574
349,29349504,575
349,29757136,579
349,30164768,579
349,30572400,577
349,30980032,578
349,31387664,574
349,31795296,576
349,32202928,576
349,32610560,575
349,33018192,576
349,33425824,577
349,33833456,575
349,34241088,576
349,34648720,577
349,35056352,578
349,35463984,577
349,35871616,571
349,36279248,574
349,36686880,572
349,37094512,575
349,37502144,574
349,37909776,572
349,38317408,575
349,38725040,574
349,39132672,574
349,39540304,575
349,39947936,571
349,40355568,574
349,40763200,573
349,41170832,510
349,41578464,574
349,41986096,574
349,42393728,574
349,42801360,574
349,43208992,574
349,43616624,573
349,44024256,575
349,44431888,574
349,44839520,574
349,45247152,574
349,45654784,570
349,46062416,572
349,46470048,573
349,46877680,574
349,47285312,571
349,47692944,573
349,48100576,572
349,48508208,574
349,48915840,574
349,49323472,574
349,49731104,573
349,50138736,574
349,50546368,575
349,50954000,573
349,51361632,574
349,51769264,574
349,52176896,574
349,52584528,572
349,52992160,573
349,53399792,573
349,53807424,573
349,54215056,572
349,54622688,573
349,55030320,574
349,55437952,572
349,55845584,572
349,56253216,573
349,56660848,573
349,57068480,572
349,57476112,572
349,57883744,573
349,58291376,573
349,58699008,569
349,59106640,573
349,59514272,572
349,59921904,571
349,60329536,571
349,60737168,572
349,61144800,572
349,61552432,569
349,61960064,572
349,62367696,572
349,62775328,573
349,63182960,571
349,63590592,569
349,63998224,572
349,64405856,570
349,64813488,572
349,65221120,572
350,408800,607
350,817600,751
350,1226400,816
350,1635200,811
350,2044000,789
350,2452800,768
350,2861600,738
350,3270400,711
350,3679200,698
350,4088000,678
350,4496800,666
350,4905600,649
350,5314400,645
350,5723200,641
350,6132000,633
350,6540800,633
350,6949600,617
350,7358400,622
350,7767200,622
350,8176000,617
350,8584800,613
350,8993600,609
350,9402400,609
350,9811200,605
350,10220000,602
350,10628800,605
350,11037600,597
350,11446400,588
350,11855200,596
350,12264000,595
350,12672800,595
350,13081600,593
350,13490400,591
350,13899200,592
350,14308000,592
350,14716800,589
350,15125600,584
350,15534400,586
350,15943200,585
350,16352000,588
350,16760800,587
350,17169600,579
350,17578400,584
350,17987200,585
350,18396000,579
350,18804800,580
350,19213600,582
350,19622400,583
350,20031200,581
350,20440000,581
350,20848800,581
350,21257600,581
350,21666400,577
350,22075200,574
350,22484000,578
350,22892800,578
350,23301600,576
350,23710400,579
350,24119200,561
350,24528000,565
350,24936800,572
350,25345600,575
350,25754400,576
350,26163200,576
350,26572000,576
350,26980800,571
350,27389600,576
350,27798400,576
350,28207200,578
350,28616000,575
350,29024800,575
350,29433600,572
350,29842400,572
350,30251200,575
350,30660000,576
350,31068800,574
350,31477600,571
350,31886400,573
350,32295200,574
350,32704000,571
350,33112800,574
350,33521600,573
350,33930400,574
350,34339200,573
350,34748000,573
350,35156800,572
350,35565600,574
350,35974400,571
350,36383200,569
350,36792000,571
350,37200800,573
350,37609600,571
350,38018400,572
350,38427200,566
350,38836000,572
350,39244800,572
350,39653600,571
350,40062400,573
350,40471200,569
350,40880000,571
350,41288800,572
350,41697600,572
350,42106400,572
350,42515200,570
350,42924000,571
350,43332800,572
350,43741600,572
350,44150400,571
350,44559200,571
350,44968000,512
350,45376800,569
350,45785600,571
350,46194400,568
350,46603200,572
350,47012000,572
350,47420800,571
350,47829600,567
350,48238400,570
350,48647200,571
350,49056000,572
350,49464800,571
350,49873600,570
350,50282400,570
350,50691200,571
350,51100000,570
350,51508800,570
350,51917600,568
350,52326400,570
350,52735200,570
350,53144000,570
350,53552800,570
350,53961600,571
350,54370400,570
350,54779200,569
350,55188000,570
350,55596800,571
350,56005600,567
350,56414400,570
350,56823200,569
350,57232000,570
350,57640800,567
350,58049600,569
350,58458400,568
350,58867200,570
350,59276000,569
350,59684800,569
350,60093600,571
350,60502400,567
350,60911200,569
350,61320000,570
350,61728800,568
350,62137600,569
350,62546400,569
350,62955200,570
350,63364000,566
350,63772800,569
350,64181600,569
350,64590400,569
350,64999200,568
350,65408000,570
351,407160,597
351,814320,745
351,1221480,833
351,1628640,806
351,2035800,776
351,2442960,765
351,2850120,735
351,3257280,705
351,3664440,684
351,4071600,637
351,4478760,641
351,4885920,639
351,5293080,640
351,5700240,643
351,6107400,633
351,6514560,634
351,6921720,617
351,7328880,615
351,7736040,610
351,8143200,618
351,8550360,621
351,8957520,610
351,9364680,610
351,9771840,609
351,10179000,608
351,10586160,606
351,10993320,605
351,11400480,601
351,11807640,598
351,12214800,593
351,12621960,596
351,13029120,598
351,13436280,596
351,13843440,593
351,14250600,590
351,14657760,592
351,15064920,590
351,15472080,582
351,15879240,583
351,16286400,587
351,16693560,587
351,17100720,584
351,17507880,586
351,17915040,585
351,18322200,585
351,18729360,579
351,19136520,582
351,19543680,584
351,19950840,583
351,20358000,584
351,20765160,582
351,21172320,583
351,21579480,577
351,21986640,579
351,22393800,581
351,22800960,583
351,23208120,580
351,23615280,581
351,24022440,582
351,24429600,581
351,24836760,577
351,25243920,580
351,25651080,580
351,26058240,578
351,26465400,578
351,26872560,579
351,27279720,570
351,27686880,575
351,28094040,579
351,28501200,578
351,28908360,576
351,29315520,578
351,29722680,558
351,30129840,569
351,30537000,576
351,30944160,576
351,31351320,576
351,31758480,574
351,32165640,575
351,32572800,575
351,32979960,577
351,33387120,574
351,33794280,576
351,34201440,576
351,34608600,575
351,35015760,575
351,35422920,574
351,35830080,572
351,36237240,574
351,36644400,571
351,37051560,574
351,37458720,574
351,37865880,574
351,38273040,570
351,38680200,570
351,39087360,573
351,39494520,573
351,39901680,573
351,40308840,573
351,40716000,571
351,41123160,573
351,41530320,569
351,41937480,573
351,42344640,572
351,42751800,571
351,43158960,573
351,43566120,572
351,43973280,574
351,44380440,568
351,44787600,574
351,45194760,573
351,45601920,573
351,46009080,572
351,46416240,571
351,46823400,572
351,47230560,572
351,47637720,573
351,48044880,569
351,48452040,571
351,48859200,573
351,49266360,573
351,49673520,569
351,50080680,572
351,50487840,572
351,50895000,573
351,51302160,568
351,51709320,572
351,52116480,572
351,52523640,572
351,52930800,571
351,53337960,571
351,53745120,573
351,54152280,572
351,54559440,571
351,54966600,572
351,55373760,572
351,55780920,571
351,56188080,569
351,56595240,568
351,57002400,571
351,57409560,571
351,57816720,571
351,58223880,573
351,58631040,572
351,59038200,570
351,59445360,571
351,59852520,571
351,60259680,571
351,60666840,570
351,61074000,571
351,61481160,572
351,61888320,571
351,62295480,570
351,62702640,571
351,63109800,571
351,63516960,569
351,63924120,571
351,64331280,570
351,64738440,569
351,65145600,571
352,408320,581
352,816640,721
352,1224960,812
352,1633280,792
352,2041600,768
352,2449920,751
352,2858240,731
352,3266560,694
352,3674880,671
352,4083200,638
352,4491520,641
352,4899840,631
352,5308160,623
352,5716480,620
352,6124800,611
352,6533120,606
352,6941440,605
352,7349760,603
352,7758080,598
352,8166400,596
352,8574720,590
352,8983040,585
352,9391360,588
352,9799680,581
